fic,gvkey,datadate,iid,conm
JPN,101925,31/1/06,01W,MITSUBISHI CABLE INDUSTRIES
GBR,101928,31/1/06,01W,MISYS PLC
JPN,101930,31/1/06,01W,IWASAKI ELECTRIC CO LTD
ZAF,101931,31/1/06,01W,DORBYL LTD
JPN,101932,31/1/06,01W,KIKKOMAN CORP
ZAF,101933,31/8/08,04W,ADCOCK INGRAM HOLDINGS LTD
GBR,101936,31/1/06,02W,ENODIS PLC
DEU,101937,31/1/06,01W,DMG MORI AG
JPN,101939,31/1/06,01W,TODA CORP
JPN,101940,31/1/06,01W,TOYOTA TSUSHO CORP
JPN,101941,31/1/06,01W,KEISEI ELECTRIC RAILWAY CO
DEU,101942,31/1/06,01W,HENKEL AG & CO KGAA
FRA,101944,31/1/06,02W,CAPGEMINI SE
JPN,101945,31/1/06,01W,KANDENKO CO LTD
DNK,101949,31/1/06,01W,NTR HOLDING A/S
JPN,101950,31/1/06,01W,NOK CORP
JPN,101951,31/1/06,01W,MITSUI MINING & SMELTING CO
JPN,101952,31/1/06,01W,KENWOOD CORP
JPN,101953,31/1/06,01W,ARTIENCE CO LTD
JPN,101954,31/1/06,01W,MATSUZAKAYA HLDGS CO LTD
JPN,101957,31/1/06,01W,PANAHOME CORP
JPN,101959,31/1/06,01W,KAGOME CO LTD
JPN,101960,31/1/06,01W,IWATANI CORP
ESP,101964,31/1/06,01W,CORP EMPRESARIAL DE MATERIAL
JPN,101967,31/1/06,01W,IKEGAMI TSUSHINKI CO LTD
FIN,101971,31/1/06,01W,KESKO OYJ
GBR,101973,30/4/16,01W,TORM PLC
JPN,101974,31/1/06,01W,HOWA MACHINERY LTD
JPN,101975,31/1/06,01W,KAKEN PHARMACEUTICAL CO LTD
JPN,101979,31/1/06,01W,NACHI-FUJIKOSHI CORP
SGP,101981,31/1/06,01W,SEATRIUM LIMITED
JPN,101982,31/1/06,01W,NIPPON BEET SUGAR MFG CO LTD
JPN,101984,31/1/06,01W,TOKAI CARBON CO LTD
JPN,101985,31/1/06,01W,NIPPON TELEVISION HOLDINGS
JPN,101986,31/1/06,01W,NIPPON SHOKUBAI CO LTD
ZAF,102018,31/1/24,02W,PUTPROP LTD
JPN,101988,31/1/06,01W,MITSUBISHI PLASTICS INC
JPN,101989,31/1/06,01W,HANSHIN ELECTRIC RAILWAY CO
ITA,101990,31/1/06,01W,JOLLY HOTELS SPA
SWE,101992,31/1/06,01W,WM-DATA AB
ESP,101994,31/1/06,03W,VISCOFAN SA
JPN,101995,31/1/06,01W,JAPAN RADIO CO LTD
JPN,101996,31/1/06,01W,GUN-EI CHEMICAL INDUSTRY CO
JPN,101997,31/1/06,01W,NIPPON SHARYO LTD
HKG,101999,31/1/06,01W,ASSOCIATED INTL HOTELS LTD
JPN,102004,31/1/06,01W,NIPPO CORP
JPN,102005,31/1/06,01W,HOKUYAKU INC
ITA,102006,31/1/06,01W,ZUCCHI SPA
JPN,102007,31/1/06,01W,NIKKEN CHEMICALS CO LTD
JPN,102008,31/1/06,01W,YOMEISHU SEIZO CO LTD
SWE,102009,31/1/06,03W,NCC AB
HKG,102010,31/1/06,02W,CROCODILE GARMENTS LTD
ZAF,102013,31/1/06,01W,EDGARS CONSOLIDATED STORES
DEU,102014,31/1/06,01W,WELLA AG
JPN,102015,31/1/06,01W,NIPPON COLUMBIA CO LTD
ZAF,102016,31/1/06,01W,SUN INTERNATIONAL LTD
ESP,102019,31/1/06,01W,EBRO FOODS SA
JPN,102037,30/9/24,02W,TOKAI HOLDINGS CORP
,131758,31/12/20,01W,
JPN,102020,31/1/06,01W,SANYO CHEMICAL INDUSTRIES
JPN,102021,31/1/06,01W,TOHO GAS CO LTD
ZAF,102023,31/1/06,01W,UNITRANS LTD
CHE,102024,31/1/06,01W,APTG AG
JPN,102025,31/1/06,01W,SUMITOMO PHARMA CO LTD
JPN,102029,31/1/06,01W,JUKI CORP
JPN,102031,31/1/06,01W,SEIKA CORP
JPN,102032,31/1/06,01W,PRIMA MEAT PACKERS LTD
JPN,102033,31/1/06,01W,YODOGAWA STEEL WORKS LTD
ZAF,102035,31/1/06,02W,PPC LTD
JPN,102038,31/1/06,01W,NHK SPRING CO LTD
ZAF,102039,31/1/06,01W,IMPALA PLATINUM HOLDINGS LTD
ESP,102042,31/1/06,01W,AMPER SA
CHE,102045,31/1/06,01W,MERCK SERONO SA
JPN,102046,31/1/06,01W,PACIFIC METALS CO LTD
JPN,102047,31/1/06,01W,TOKYO ROPE MFG CO LTD
JPN,102048,31/1/06,01W,MITSUBOSHI BELTING LTD
,153523,31/7/08,01W,
CHE,102049,31/1/06,01W,GURIT HOLDING AG
CHE,102052,31/1/06,02W,CHAM GROUP AG
ZAF,102053,31/1/06,01W,TRENCOR LTD
JPN,102055,31/1/06,01W,YAMATO KOGYO CO LTD
JPN,102056,31/1/06,01W,SANYO SPECIAL STEEL CO LTD
DEU,102062,31/1/06,01W,PELIKAN AG
CHE,102064,31/1/06,02W,FORBO AG
CHE,102066,31/1/06,01W,ZEHNDER GROUP AG
SGP,102069,31/1/06,01W,AVARGA LTD
CHE,102071,31/1/06,03W,VIFOR PHARMA AG
FIN,102073,31/1/06,03W,EQ OYJ
JPN,102075,31/1/06,01W,ODAKYU ELECTRIC RAILWAY CO
NLD,102077,31/1/06,01W,MACINTOSH NV
CHE,102078,31/1/06,01W,BOBST GROUP SA
HKG,102087,31/1/06,01W,ORIENTAL ENTERPRISE HOLDINGS
FRA,102089,30/11/23,05W,SODEXO S A
HKG,102088,31/1/06,01W,CROSS HARBOUR (HOLDINGS) LTD
JPN,102092,31/1/06,01W,NIPPN CORPORATION
JPN,102094,31/1/06,01W,IHARA CHEMICAL INDUSTRY CO
JPN,102095,31/1/06,01W,DAI NIPPON TORYO CO LTD
MYS,102097,31/1/06,01W,OILCORP BHD
MYS,102098,31/1/06,01W,FACB INDUSTRIES INC BHD
JPN,102102,31/1/06,01W,NIPPON METAL INDUSTRY CO LTD
HKG,102105,31/1/06,02W,THE SINCERE CO LTD
HKG,102106,31/1/06,01W,CHINA OVERSEAS GRAND OCEANS
BMU,102107,31/1/06,01W,KADER HOLDINGS CO LTD
MYS,102108,31/1/06,03W,BERJAYA LAND BHD
HKG,102113,31/1/06,01W,SINO-I TECHNOLOGY LTD
AUS,102114,31/1/06,01W,BEETALOO ENERGY AUSTRALIA
GBR,102121,31/1/06,01W,SYNECTICS PLC
SGP,102123,31/1/06,01W,JURONG CEMENT LTD
BMU,102126,31/1/06,02W,LUKS GROUP (VH) CO LTD
MYS,102131,31/1/06,01W,KFC HOLDINGS (MALAYSIA) BHD
MYS,102132,31/1/06,01W,MEDIA PRIMA BHD
JPN,102133,31/1/06,01W,EXEO GROUP INC
SGP,102135,31/1/06,01W,SEMBCORP LOGISTICS LTD
MYS,102138,31/1/06,01W,MISC BERHAD
JPN,102141,31/1/06,01W,AZBIL CORP
JPN,102142,31/1/06,01W,MAXELL LTD
HKG,102144,31/1/06,02W,LAM SOON (HONG KONG) LTD
ZAF,102145,31/1/06,01W,OCEANA GROUP LTD
JPN,102146,31/1/06,01W,TERUMO CORP
JPN,102148,31/1/06,01W,NIPPON YAKIN KOGYO CO LTD
SGP,102149,31/1/06,01W,FIRSTLINK INVESTMENTS CORP
JPN,102155,31/1/06,01W,SUMITOMO FORESTRY CO LTD
JPN,102156,31/1/06,01W,TSUMURA & CO
JPN,102157,31/1/06,01W,NIPPON STEEL & SUMIKIN TEXEN
CHE,102159,31/1/06,01W,SWISS INTL AIR LINES LTD
HKG,102160,31/1/06,01W,FAR EAST HOTELS & ENTERNMT
ZAF,102162,31/1/06,01W,REUNERT LTD
JPN,102164,31/1/06,01W,MIKUNI COCA-COLA BOTTLING CO
JPN,102165,31/1/06,01W,NIHON PARKERIZING CO LTD
CHE,102217,30/9/17,04W,VETROPACK AG
JPN,102167,31/1/06,01W,SHIBAURA MACHINE CO LTD
NLD,102168,31/1/06,01W,AM NV
BEL,102169,31/1/06,01W,TELINDUS GROUP NV
CHE,102171,31/1/06,01W,ASCOM AG
CHE,102172,31/1/06,01W,KARDEX HOLDING AG
DEU,102175,31/1/06,01W,PUMA SE
JPN,102177,31/1/06,01W,SHOWA DENKO MATERIALS CO LTD
CHE,102178,31/1/06,02W,MIKRON HOLDING AG
,165195,30/9/19,01W,
NOR,102179,31/1/06,01W,KVERNELAND ASA
JPN,102180,31/1/06,01W,DAIHEN CORP
JPN,102181,31/1/06,01W,NIHON YAMAMURA GLASS CO LTD
NOR,102183,31/1/06,02W,GYLDENDAL ASA
DEU,102187,31/1/06,01W,PORSCHE AUTOMOBIL HOLDING SE
NOR,102191,31/1/06,02W,RIEBER & SON AS
CHE,102194,31/1/06,01W,CANON (SCHWEIZ) AG
MYS,102196,31/1/06,01W,MALAYSIAN OXYGEN BHD
MYS,102199,31/1/06,01W,PEGASUS HEIGHTS BHD
AUS,102202,31/1/06,02W,DEEP YELLOW LTD
JPN,102203,31/1/06,01W,YOKOHAMA RUBBER CO LTD
NOR,102206,31/1/06,01W,SKIENS AKTIEMOLLE ASA
ITA,102216,31/1/06,01W,INTEK SPA
DEU,102218,31/1/06,01W,DRAEGERWERK AG
NOR,102219,31/1/06,01W,TANDBERG DATA ASA
NOR,102220,31/1/06,01W,ANDVORD TYBRING-GJEDDE ASA
SWE,102221,31/1/06,02W,RATOS AB
NZL,102223,31/1/06,01W,SANFORD LTD
BMU,102225,31/1/06,01W,GL LTD
JPN,102228,31/1/06,01W,NIPPON DENKO CO LTD
NZL,102234,31/1/06,01W,AIR NEW ZEALAND LTD
JPN,102235,31/1/06,01W,NEC TOKIN CORP
ZAF,102236,31/1/06,01W,MURRAY & ROBERTS HLDGS LTD
JPN,102239,31/1/06,01W,SSP CO LTD
JPN,102240,31/1/06,01W,AISIN CORPORATION
CHE,102243,31/1/06,01W,APG SGA SA
JPN,102245,31/1/06,01W,DAIFUKU CO LTD
CHE,102247,31/1/06,01W,PUBLIGROUPE SA
JPN,102248,31/1/06,01W,NIPPON CHEMI-CON CORP
DEU,102250,31/1/06,01W,HUGO BOSS AG
,165198,30/9/06,01W,
NOR,102252,31/1/06,01W,TOMRA SYSTEMS A/S
JPN,102253,31/1/06,01W,HITACHI HIGH-TECH CORP
JPN,102255,31/1/06,01W,TAKASHIMAYA CO LTD
JPN,102256,31/1/06,01W,DMG MORI CO LTD
JPN,102257,31/1/06,01W,COSMO ENERGY HLDGS CO LTD
JPN,102258,31/1/06,01W,KAMIGUMI CO LTD
DEU,102259,31/1/06,01W,SALZGITTER AG
GBR,102260,31/1/06,02W,ITV PLC
ZAF,102262,31/1/06,01W,ALTECH-ALLIED TECHNOLOGIES
ZAF,102265,31/1/06,01W,AFROX-AFRICAN OXYGEN LTD
ESP,102266,31/1/06,01W,LA SEDA DE BARCELONA SA
ITA,102267,31/1/06,01W,WEBUILD SPA
JPN,102268,31/1/06,01W,NISSUI CORPORATION
JPN,102269,31/1/06,01W,NTN CORP
NZL,102270,31/1/06,01W,STEEL & TUBE HOLDINGS LTD
CHE,102283,31/5/08,07W,EMS-CHEMIE HOLDING AG
SWE,102276,31/1/06,01W,HENNES & MAURITZ AB
ZAF,102277,31/1/06,02W,TIGER BRANDS LIMITED
JPN,102278,31/1/06,01W,HOUSE FOODS GROUP INC
JPN,102279,31/1/06,01W,HU GROUP HOLDINGS INC
FIN,102281,31/1/06,01W,TAMFELT CORP
JPN,102285,31/1/06,01W,FUJI OIL COMPANY LTD
ITA,102286,31/1/06,01W,POLIGRAFICI EDITORIALE SPA
LUX,102287,31/1/06,01W,SOCIETE ELECTRIQUE DE L
JPN,102288,31/1/06,01W,ANRITSU CORP
NOR,102292,31/1/06,02W,NRC GROUP ASA
ZAF,102293,31/1/06,01W,WESTERN AREAS LTD-OLD
FRA,102296,31/1/06,02W,VINCI SA
JPN,102300,30/4/08,01W,TOAGOSEI CO LTD
JPN,102297,31/1/06,01W,JFE SHOJI TRADE CO
FRA,102299,31/1/06,02W,FORVIA SE
JPN,102303,31/1/06,01W,MERCIAN CORP
CHE,102304,31/1/06,03W,AARE-TESSIN AG FUR ELEK ATEL
CHE,102307,31/1/06,01W,ARYZTA AG
JPN,102311,31/1/06,01W,HOKURIKU ELECTRIC POWER CO
JPN,102312,31/1/06,01W,ROYAL HOLDINGS CO LTD
JPN,102313,31/1/06,01W,DOWA HOLDINGS CO LTD
JPN,102314,31/1/06,01W,NIPPON THOMPSON CO LTD
ITA,102317,31/1/06,03W,BUZZI SPA
,129021,31/1/06,01W,
JPN,102318,31/1/06,01W,KAWASHIMA SELKON TEXTILE CO
JPN,102319,31/1/06,01W,TOSHIBA PLANT SYS
JPN,102322,31/1/06,01W,KYOSAN ELECTRIC MFG CO LTD
JPN,102323,31/1/06,01W,ISEKI & CO LTD
ITA,102327,31/1/06,01W,STEFANEL SPA
JPN,102328,31/1/06,01W,CANON ELECTRONICS INC
JPN,102332,31/1/06,01W,KUMIAI CHEMICAL INDUSTRY CO
JPN,102333,31/1/06,01W,TOMOEGAWA CORPORATION
DEU,102334,31/1/06,01W,HOFTEX GROUP AG
JPN,102340,31/1/06,01W,SANKEN ELECTRIC CO LTD
ZAF,102341,31/1/06,01W,HARMONY GOLD MINING CO LTD
JPN,102342,31/1/06,01W,TOKYO KEIKI INC
JPN,102343,31/1/06,01W,MITSUI DM SUGAR CO LTD
FIN,102345,31/1/06,02W,NELES OYJ
DEU,102354,31/1/06,01W,SCHNEIDER TECHNOLOGIES AG
JPN,102356,31/1/06,01W,NIKKISO CO LTD
JPN,102359,31/1/06,01W,NICHICON CORP
JPN,102360,31/1/06,01W,EZAKI GLICO CO LTD
JPN,102361,31/1/06,01W,YORK-BENIMARU CO LTD
JPN,102362,31/1/06,01W,NIPPON CARBON CO LTD
DEU,102365,31/1/06,02W,KOENIG & BAUER AG
ESP,102368,31/1/06,01W,TUBACEX SA
CHE,102370,31/1/06,01W,BELL FOOD GROUP AG
JPN,102373,31/1/06,01W,MITSUBISHI MOTORS CORP
JPN,102376,31/1/06,01W,NISSIN ELECTRIC CO LTD
JPN,102385,31/1/06,01W,TOSHIBA TEC CORP
ESP,102386,31/1/06,01W,SNIACE SA
DEU,102387,31/1/06,01W,DINKELACKER AG O.N.
JPN,102390,31/1/06,01W,FUDO TETRA CORP
ITA,102400,31/1/06,01W,INDESIT CO SPA
ITA,102401,31/1/06,01W,ASTM SPA
NOR,102406,31/1/06,03W,BELSHIPS ASA
ESP,102408,31/1/06,01W,GRUPO DURO-FELGUERA SA
JPN,102409,31/1/06,01W,KITAGAWA CORP
ESP,102410,31/1/06,01W,CONSTRUCCIONES Y AUXIL FERRO
ITA,102429,31/1/17,01W,RECORDATI SPA
ZAF,102412,31/1/06,01W,EVRAZ HIGHVELD STEEL AND VAN
JPN,102414,31/1/06,01W,KINDEN CORP
ZAF,102422,31/1/06,01W,SAPPI LTD
DEU,102430,31/1/06,01W,IVG IMMOBILIEN AG
JPN,102441,31/1/06,01W,J FRONT RETAILING CO LTD
JPN,102442,31/1/06,01W,TOYAMA CHEMICAL CO LTD
DEU,102443,31/1/06,01W,STINAG STUTTGART INVEST AG
ZAF,102445,31/1/06,01W,CARGO CARRIERS
JPN,102446,31/1/06,01W,KANSAI KISEN KAISHA
JPN,102447,31/1/06,01W,OENON HOLDINGS INC
ZAF,102448,31/1/06,02W,PBT GROUP LIMITED
ITA,102449,31/1/06,01W,BONIFICA DEI TERRENI FERRARE
CHE,102454,31/12/13,04W,DSM FIRMENICH AG
JPN,102450,31/1/06,01W,NINTENDO CO LTD
DEU,102455,31/1/06,01W,TA TRIUMPH-ADLER AG
FIN,102477,31/7/19,02W,FINNAIR OYJ
JPN,102456,31/1/06,01W,CENTRAL GLASS CO LTD
JPN,102461,31/1/06,01W,CALSONIC KANSEI CORP
NOR,102462,31/1/06,01W,GANGER ROLF A/S
JPN,102464,31/1/06,01W,FURUKAWA CO LTD
JPN,102465,31/1/06,01W,AKEBONO BRAKE INDUST CO LTD
NOR,102466,31/1/06,01W,ODFJELL SE
JPN,102468,31/1/06,01W,GAKKEN HLDGS CO LTD
JPN,102472,31/1/06,01W,MORINAGA & CO LTD
JPN,102473,31/1/06,01W,TONEN GENERAL SEKIYU CORP
SWE,102476,31/1/06,02W,HALDEX AB
NOR,102478,31/1/06,01W,FARSTAD SHIPPING ASA
NLD,102480,31/1/06,01W,SCHUITEMA NV
ITA,102490,31/1/06,01W,UNILAND SPA
JPN,102491,31/1/06,01W,DAIICHI CHUO KISEN KAISHA
CHE,102493,31/1/06,01W,VALORA HOLDING AG
ZAF,102494,31/1/06,01W,HUDACO INDUSTRIES
CHE,102495,31/1/06,01W,GOLAY-BUCHEL HOLDING SA
NZL,102496,31/1/06,01W,CHANNEL INFRA NZ LTD
ZAF,102497,31/1/06,01W,FOSCHINI GROUP LTD
JPN,102498,31/1/06,01W,FUJITA KANKO
ZAF,102502,31/1/06,01W,METAIR INVESTMENTS
JPN,102503,31/1/06,01W,TOYO SEIKAN GROUP HLDGS LTD
NZL,102504,31/1/06,01W,BREMWORTH LTD
JPN,102507,31/1/06,01W,SHOCHIKU CO LTD
ITA,102510,31/1/06,01W,MONTEFIBRE
NZL,102516,31/1/06,01W,RICHINA PACIFIC LTD
CHE,102517,31/1/06,01W,BYSTRONIC AG
ITA,102521,31/1/06,01W,CALTAGIRONE SPA
FRA,102523,31/1/06,03W,VALEO SE
CHE,102525,31/1/06,02W,QUADRANT AG
CHE,102526,31/1/06,01W,MOVENPICK HOLDING
ITA,102527,31/1/06,01W,ACQUEDOTTO FERRARI GALLIERA
BMU,102528,31/1/06,02W,DICKSON CONCEPTS (INTL) LTD
DEU,102529,31/1/06,01W,PAUL HARTMANN AG
JPN,102532,31/1/06,01W,KINTETSU GROUP HOLDINGS CO
DEU,102535,31/1/06,01W,AVA-ALLGEM HANDELSG VERBR AG
JPN,102537,31/1/06,01W,PRESS KOGYO CO LTD
ZAF,102540,31/1/06,01W,ELEMENTONE LTD
ZAF,102543,31/1/06,01W,PICK 'N PAY STORES LTD
ZAF,102544,31/1/06,02W,ALTRON LIMITED
JPN,102547,31/1/06,01W,KURABO INDUSTRIES LTD
JPN,102548,31/1/06,01W,JANOME CORPORATION
GBR,102549,31/1/06,01W,NESTOR HEALTHCARE GROUP PLC
BMU,102550,31/1/06,01W,JOHNSON ELECTRIC HOLDINGS
JPN,102551,31/1/06,01W,SUMITOMO RUBBER INDUSTRIES
FRA,102552,31/1/06,01W,GAUMONT SA
GBR,102553,31/1/16,02W,COUNTRYSIDE PARTNERSHIPS PLC
BMU,102555,31/1/06,02W,GREAT EAGLE HOLDINGS LTD
HKG,102556,31/1/06,02W,HENDERSON INVESTMENT LTD
ITA,102557,31/1/06,01W,GEWISS SPA
NLD,102558,31/1/06,01W,NEDFIELD NV
FIN,102562,31/1/06,01W,UPONOR OYJ
GBR,102566,31/1/06,01W,BABCOCK INTERNATIONAL GROUP
GBR,102569,31/1/06,01W,SPECTRIS PLC
ESP,102570,31/1/06,01W,CAMPOFRIO FOOD GROUP SA
JPN,102588,31/5/25,01W,TOEI CO LTD
ZAF,102572,31/1/06,01W,EMEDIA HOLDINGS LTD
IRL,102574,31/1/06,01W,KINGSPAN GROUP PLC
GBR,102576,31/1/06,01W,HAYS PLC
GBR,102580,31/1/06,01W,BIRSE GROUP PLC
GBR,102583,31/1/06,01W,EUROMONEY INSTITUTION INVEST
JPN,102585,31/1/06,01W,SUMITOMO LIGHT METAL INDUSTR
JPN,102586,31/1/06,01W,TOYO CONSTRUCTION CO LTD
JPN,102589,31/1/06,01W,KYOKUYO CO LTD
JPN,102590,31/1/06,01W,FUJIYA CO LTD
IRL,102592,31/1/06,01W,UDG HEALTHCARE PLC
JPN,102594,31/1/06,01W,TOYO ENGINEERING CORP
IRL,102596,31/1/06,01W,GLANBIA PLC
GBR,102597,31/1/06,01W,VT GROUP PLC
CHE,102599,31/1/06,01W,METALL ZUG AG
GBR,102602,31/1/06,01W,IPREO LLC
GBR,102603,31/1/06,03W,SEVERN TRENT PLC
JPN,102605,31/1/06,01W,SUMITOMO REALTY & DEVELOPMNT
JPN,102606,31/1/06,01W,STAR MICRONICS LTD
CHE,102608,31/1/06,04W,SIG HOLDING AG
JPN,102609,31/1/06,01W,TOYO SUISAN KAISHA LTD
GBR,102641,31/7/15,02W,ZIGUP PLC
CHE,102610,31/1/06,01W,BUCHER INDUSTRIES AG
CHE,102611,31/1/06,01W,ARBONIA AG
JPN,102613,31/1/06,01W,BEST DENKI CO LTD
CHE,102615,31/1/06,01W,BOSSARD HOLDING AG
JPN,102616,31/1/06,01W,JOSHIN DENKI CO LTD
GBR,102617,31/1/06,02W,DANKA BUSINESS SYSTEMS PLC
JPN,102619,31/1/06,01W,KYUDENKO CORP
JPN,102620,31/1/06,01W,IBIDEN CO LTD
JPN,102621,31/1/06,01W,SUMITOMO MITSUI CONSTR CO LT
GBR,102623,31/1/06,01W,CAPRICORN ENERGY PLC
JPN,102625,31/1/06,01W,BIPROGY INC
CHE,102627,31/1/06,01W,MEIER TOBLER GROUP AG
ESP,102629,31/1/06,01W,ABERTIS INFRAESTRUCTURAS SA
JPN,102631,31/1/06,01W,ATSUGI CO LTD
JPN,102632,31/1/06,01W,TAKARA STANDARD CO LTD
GBR,102634,31/1/06,03W,ANGLIAN WATER GROUP LIMITED
JPN,102637,31/1/06,01W,HOKKAN HOLDINGS
GBR,102638,31/1/06,02W,TT ELECTRONICS PLC
JPN,102640,31/1/06,01W,MABUCHI MOTOR CO LTD
JPN,102644,31/1/06,01W,SANKI ENGINEERING CO LTD
CHE,102696,31/5/12,12W,LOGITECH INTERNATIONAL SA
JPN,102645,31/1/06,01W,KURIMOTO LTD
JPN,102646,31/1/06,01W,SASEBO HEAVY INDUSTRIES CO
FRA,102647,31/1/06,01W,SOCIETE D EDITION DE CANAL P
GBR,102648,31/1/06,03W,PENNON GROUP PLC
JPN,102651,31/1/06,01W,GLOBERIDE INC
GBR,102653,31/1/06,01W,BRITISH LAND COMPANY PLC
JPN,102654,31/1/06,01W,RENGO CO LTD
JPN,102655,31/1/06,01W,KATOKICHI CO LTD
JPN,102657,31/1/06,01W,JAPAN PULP & PAPER CO LTD
JPN,102658,31/1/06,01W,TOHO TITANIUM CO LTD
CHE,102659,31/1/06,02W,CALIDA HOLDING AG
JPN,102660,31/1/06,01W,FUKUYAMA TRANSPORTING CO LTD
JPN,102663,31/1/06,01W,NIPPON SODA CO LTD
JPN,102667,31/1/06,01W,TODA KOGYO CORP
FRA,102668,31/1/06,01W,LUNDIN INTERNATIONAL
NLD,102671,31/1/06,01W,FRANS MAAS GROEP (KONINK) NV
NLD,102672,31/1/06,01W,SAMAS NV
NLD,102675,31/1/06,02W,GETRONICS NV
CHE,102676,31/1/06,01W,SWMTL HOLDING AG
JPN,102681,31/1/06,01W,NISSAN SHATAI CO LTD
JPN,102682,31/1/06,01W,OKK CORP
JPN,102684,31/1/06,01W,SEIREN CO LTD
JPN,102685,31/1/06,01W,TOYOTA AUTO BODY CO LTD
JPN,102686,31/1/06,01W,NS UNITED KAIUN KAISHA LTD
JPN,102687,31/1/06,01W,NIPPON ROAD CO LTD
JPN,102688,31/1/06,01W,DAIKEN CORP
JPN,102691,31/1/06,01W,GODO STEEL LTD
ITA,102692,31/1/06,01W,MAFFEI SPA
GBR,102694,31/1/06,03W,KELDA GROUP PLC
CHE,102697,31/1/06,03W,SCHLATTER INDUSTRIES AG
JPN,102698,31/1/06,01W,SHINMAYWA INDUSTRIES LTD
JPN,102699,31/1/06,01W,SANYO SHOKAI LTD
JPN,102700,31/1/06,01W,MORINAGA MILK INDUSTRY CORP
FRA,102702,31/1/06,01W,STE SUCRIERE DE PITHIVIERS
JPN,102703,31/1/06,01W,SANDEN CORPORATION
GBR,102704,31/1/06,03W,UNITED UTILITIES GROUP PLC
JPN,102706,31/1/06,01W,TSUBAKI-NAKASHIMA CO LTD
FRA,102707,31/1/06,01W,CS COMMUNICATION & SYSTEMES
JPN,102710,31/1/06,01W,MIYAKOSHI HOLDINGS INC
JPN,102711,31/1/06,01W,OKAMURA CORP
ESP,102712,31/1/06,01W,ACCIONA SA
JPN,102715,31/1/06,01W,KEWPIE CORP
JPN,102717,31/1/06,01W,FUJIKURA LTD
JPN,102719,31/1/06,01W,TAKUMA CO LTD
JPN,102720,31/1/06,01W,KYODO SHIRYO CO LTD
JPN,102721,31/1/06,01W,INAGEYA CO LTD
CHE,102722,31/1/06,02W,SWISS STEEL HOLDING AG
JPN,102723,31/1/06,01W,ACHILLES CORP
JPN,102724,31/1/06,01W,KYODO PRINTING CO LTD
JPN,102725,31/1/06,01W,ISHIHARA SANGYO KAISHA LTD
CHE,102727,31/1/06,01W,HIGHLIGHT EVENT AND ENTERTAI
JPN,102753,30/4/15,01W,SANKYU INC
GBR,102730,31/1/06,01W,DAILY MAIL & GENERAL TRUST
JPN,102732,31/1/06,01W,TOENEC CORP
JPN,102734,31/1/06,01W,KEIO CORP
CHE,102736,31/1/06,03W,CENTRALSCHWEIZERISCHE KRFTWR
JPN,102737,31/1/06,01W,MITSUMI ELECTRIC CO LTD
FRA,102738,31/1/06,01W,CIE PARISIENNE DE CHAUFFAGE
JPN,102740,31/1/06,01W,FRANCE BED HLDGS CO LTD
ITA,102743,31/1/06,01W,ATLANTIA SPA
JPN,102744,31/1/06,01W,TOHO CO LTD (FILM)
JPN,102746,31/1/06,01W,CMK CORP
JPN,102747,31/1/06,01W,TADANO LTD
JPN,102749,31/1/06,01W,TSUDAKOMA CORP
GBR,102750,31/1/06,01W,TNU PLC
FIN,102756,31/1/06,01W,APETIT OYJ
FRA,102758,31/1/06,01W,EURO DISNEY SCA
JPN,102760,31/1/06,01W,KANAGAWA CHUO KOTSU CO LTD
JPN,102761,31/1/06,01W,MITSUI SOKO HOLDINGS CO LTD
CHE,102763,31/1/06,01W,HUGLI HOLDING AG
JPN,102764,31/1/06,01W,SINFONIA TECHNOLOGY CO LTD
FRA,102765,31/1/06,01W,IMERYS SA
JPN,102766,31/1/06,01W,TOYO KOHAN CO LTD
JPN,102769,31/1/06,01W,MAX CO LTD
JPN,102771,31/1/06,01W,NPR RIKEN CORPORATION
JPN,102773,31/1/06,01W,NICHIAS CORP
JPN,102774,31/1/06,01W,NAKAYAMA STEEL WORKS LTD
JPN,102778,31/1/06,01W,TAKASAGO THERMAL ENGINEERING
AUT,102797,30/11/17,03W,VERBUND AG
CHE,102781,31/1/06,01W,NATURENERGIE HOLDING AG
JPN,102782,31/1/06,01W,UNITED SUPER MARKETS HLDG
JPN,102783,31/1/06,01W,SWCC CORPORATION
JPN,102784,31/1/06,01W,FUJITEC CO LTD
JPN,102786,31/1/06,01W,TOA CORP (CONSTRUCTION)
JPN,102787,31/1/06,01W,KEIKYU CORP
DEU,102788,31/1/06,01W,ACTRIS AG
JPN,102791,31/1/06,01W,NAGASE & CO LTD
JPN,102794,31/1/06,01W,DAISUE CONSTRUCTION CO LTD
AUT,102795,31/1/06,01W,VORARLBERGER KRAFTWERKE AG
AUT,102798,31/1/06,02W,OMV AKTIENGESELLSCHAFT
SWE,102799,31/1/06,01W,SECO TOOLS AB
JPN,102810,31/1/06,01W,KITZ CORP
JPN,102812,31/1/06,01W,TOKYO TEKKO CO LTD
ESP,102813,31/1/06,01W,PROSEGUR (CIA DE SEGURIDAD)
,129022,31/1/06,01W,
NLD,102815,31/1/06,02W,KONINKLIJKE WEGENER NV
JPN,102817,31/1/06,01W,CALPIS CO LTD
DEU,102823,31/1/06,01W,ZEAG ENERGIE AG
JPN,102826,31/1/06,01W,TAKAOKA TOKO CO LTD
DEU,102827,31/1/06,01W,SUEDWESTDEUTSCHE SALZWERKE
JPN,102829,31/1/06,01W,OSG CORP
